,public_client_id,butyrate,propionate
0,01000261,29.71923383353242,8.219616229731011
1,01001298,5.79678719238908,1.887464654684528
2,01001661,14.8266249698362,7.5787681407237315
3,01001798,7.739853320723218,1.4007789058960218
4,01002183,27.752899456829542,9.32686219375563
5,01002192,20.65733897328982,8.023101868986794
6,01002412,30.839105012641784,7.543818009611098
7,01002885,11.175461596353015,4.369274950785316
8,01003114,27.5189594857344,10.115529160284096
9,01003325,4.451021531435893,1.5592269229930311
10,01003411,19.66577841804788,7.246416261771131
11,01003555,4.640056884719806,1.8450348765617648
12,01003662,25.886143344119848,7.967874413482299
13,01003757,6.665260787747035,1.0849365863262357
14,01003758,18.07902662497761,7.169446233228599
15,01004037,8.143588059841969,3.0617986739186334
16,01004350,16.32585966846084,0.057531111080985
17,01004575,24.14610690347005,7.604773785828346
18,01004596,11.109009341595632,2.0556221338761325
19,01004760,23.61142530850181,6.512112477437936
20,01005100,3.077519119902741,1.8232433404313173
21,01005890,8.94846689352564,1.5846478888473656
22,01005935,29.628250073605884,2.730344223983388
23,01006695,17.206874961159446,6.453591854674698
24,01006974,9.651145685887313,1.6304673193053394
25,01007074,27.92841312769321,7.16435334573175
26,01007520,9.92013363455578,5.095097621547395
27,01008097,21.68680157113868,8.390214874686698
28,01008265,13.975950436205649,6.0298128178424015
29,01008612,23.13106374304886,7.677145294913149
30,01008631,29.6568003898366,11.125105941281973
31,01009390,11.24472675166674,4.225394059391344
32,01010189,1.5170619485047818,0.3424565671024154
33,01010353,13.746559359041106,7.297676919587091
34,01010823,20.11485881734542,6.613315451483456
35,01010869,22.42519680099304,8.709170877627933
36,01011465,13.572459063440888,5.500477143085194
37,01011802,37.326639715311366,10.630801755342985
38,01012428,7.110636467426838,2.814432809752077
39,01012516,8.124596051298303,3.47404638790659
40,01012626,16.87232843411176,7.127189984440891
41,01013486,20.81747516039436,8.207411789089727
42,01013762,22.24399680367184,6.989263584714001
43,01013950,16.562035495436202,5.066157819321797
44,01014138,9.314092977585824,4.496355303308617
45,01014792,6.472580765772608,3.1288213044458963
46,01014816,15.648700457184374,5.580202535390685
47,01015440,4.532386693945068,2.512104287893948
48,01016090,29.03169793795559,7.61879027722591
49,01016929,2.770348319880002,1.2100197836251296
50,01017180,12.012825566012014,5.19251603333498
51,01017741,10.377847663646047,6.146933720401914
52,01017775,8.08952292480808,2.428834633626084
53,01017820,14.63378369204599,8.49128014696207
54,01018568,6.658809088657242,0.2585329788837963
55,01018937,12.93010996915695,4.873601609335614
56,01019058,5.176863924527025,2.8130746650338545
57,01019071,6.676253782428995,4.024825628916416
58,01019309,8.125483998266695,4.0729278988024005
59,01019674,9.686814349256974,5.081303248312334
60,01020175,7.652636723291854,3.274903425559877
61,01021026,23.8752925488089,8.615650436390016
62,01021167,6.327066279309325,4.108398777442859
63,01021265,9.098151121730789,4.39536304350726
64,01021394,7.864042818740232,5.467901615842531
65,01021397,20.348981227893223,7.5496632480079
66,01021722,25.364584588649684,5.782556849005684
67,01022339,5.522276251414967,0.1777795535675098
68,01022402,27.803560314133613,0.048567518017925
69,01022407,1.9659225817918904,0.1584042884459727
70,01022510,11.64449559174824,8.649810060923054
71,01022858,19.87618078945921,7.064258702363083
72,01023349,17.645754512572484,6.379394015575496
73,01023413,28.86661544277794,8.798014420115267
74,01023946,11.731608606150232,7.193456515167034
75,01024256,7.521029218620292,2.432194984868661
76,01024630,3.0607023114195284,1.4360967163867753
77,01025234,2.702065475055913,2.266680013653337
78,01025972,16.808094013723238,7.306632220546957
79,01026921,4.881014348528971,0.9628295672115784
80,01027114,29.95316251243969,11.12556287042548
81,01027404,21.210966183921872,7.842985710852184
82,01027537,19.38881116615633,5.001370904398517
83,01028150,18.97231457443851,3.598450046667013
84,01028951,10.687766780330255,5.30148791586168
85,01029036,25.36572734170645,8.897731250962297
86,01029221,23.23766915591496,8.320466972835904
87,01029483,6.877336240637367,2.834850009029026
88,01029606,19.837330498662777,9.023425185062916
89,01029628,9.404616493966872,1.4232368643235274
90,01029984,30.04629264345671,8.807448197567242
91,01030956,14.717683232372062,4.560213736816983
92,01031559,2.955221537922214,0.6231549693230513
93,01031627,22.25917924888332,6.6971977174178825
94,01031642,19.079576856284927,7.765520900422604
95,01032098,17.659024559233607,3.12130357166655
96,01032206,17.96163111456581,8.282586932476542
97,01032516,14.561124794181357,3.462599846159528
98,01032675,18.64061383571753,5.931019202829987
99,01032698,27.481377449503377,6.962168965144026
100,01032815,20.51643492929102,7.197932664269308
101,01033859,8.456188711557115,5.558253165012471
102,01033897,23.76182826200349,3.3455506458423527
103,01034215,29.299011518725525,10.11392463566931
104,01034290,21.426799884111485,7.605481013769037
105,01034766,12.222871056470767,1.7460033280659182
106,01035306,17.133378023389106,4.627509762010992
107,01035447,19.55528546055256,6.2111685726155335
108,01035670,27.857452716321312,8.496827102731267
109,01035805,20.12125249023927,7.068735023403391
110,01037286,20.83432859862441,5.619237877922394
111,01037387,19.94036277182011,4.447905227847085
112,01037794,20.490552467479468,5.26315814230868
113,01038600,10.50465137495952,3.1583353579896265
114,01038859,7.022698603473261,5.524254192201823
115,01039187,22.15840722236345,3.0962123550103624
116,01039289,8.282641526650275,3.898247612526381
117,01039376,17.612132610638987,6.0480096060746735
118,01039498,17.33609207649588,6.90022148721595
119,01039976,24.2226186314454,4.927504461999186
120,01040030,23.765187725955894,2.7984712608948343
121,01040480,17.539462475052776,7.773340903978727
122,01040891,18.20965613737641,5.413799447756861
123,01041461,15.584722404536926,3.369666309360704
124,01041616,25.94677640774833,7.067350534022236
125,01041867,14.653131543455393,4.41866473060285
126,01042050,14.687189262630367,1.8529547822489263
127,01042388,28.538108337961432,7.763744740580069
128,01043932,12.172726297973275,4.879751182884313
129,01043946,12.843673407431394,2.798075574637381
130,01044249,14.06481079540668,7.686053227252931
131,01044589,18.61314664297613,6.50496844787373
132,01044780,12.034326993752966,4.587257177488821
133,01045282,20.43167885479067,7.385633473595449
134,01045621,20.635214445529904,6.299535160007598
135,01046310,26.801908777648183,7.935468849646555
136,01046760,7.308328243395329,5.625428758104718
137,01047038,22.052809969690248,2.416838171589469
138,01047354,16.757952228283195,0.3870958909365793
139,01047811,5.065043910754117,3.8057791404201393
